NO;ULASAN;TANGGAL;LABEL;case_folding;remove_puctuation;tokenize;stemming;stopwords;empty_token
400;"Saya mencoba ""sirloin crispy steak"" mereka, yang rasanya tidak renyah sama sekali, lapisan renyah yang sulit dikunyah, tetapi dagingnya sendiri empuk, tidak ada yang istimewa dari saus, untuk sayuran dan kentang potongan terlalu besar. Menu ""sirloin steak"" mereka, rasanya sedikit lebih enak, karena tidak ada lapisan renyah. Jika Anda penggemar berat rumah steak seperti ""Waroeng Steak"" Anda harus mengunjungi tempat ini, tetapi jika Anda bukan penggemar berat WS, maka Anda harus menghindari tempat ini.  ";2 tahun lalu;1;"saya mencoba ""sirloin crispy steak"" mereka, yang rasanya tidak renyah sama sekali, lapisan renyah yang sulit dikunyah, tetapi dagingnya sendiri empuk, tidak ada yang istimewa dari saus, untuk sayuran dan kentang potongan terlalu besar. menu ""sirloin steak"" mereka, rasanya sedikit lebih enak, karena tidak ada lapisan renyah. jika anda penggemar berat rumah steak seperti ""waroeng steak"" anda harus mengunjungi tempat ini, tetapi jika anda bukan penggemar berat ws, maka anda harus menghindari tempat ini.  ";saya mencoba  sirloin crispy steak  mereka  yang rasanya tidak renyah sama sekali  lapisan renyah yang sulit dikunyah  tetapi dagingnya sendiri empuk  tidak ada yang istimewa dari saus  untuk sayuran dan kentang potongan terlalu besar  menu  sirloin steak  mereka  rasanya sedikit lebih enak  karena tidak ada lapisan renyah  jika anda penggemar berat rumah steak seperti  waroeng steak  anda harus mengunjungi tempat ini  tetapi jika anda bukan penggemar berat ws  maka anda harus menghindari tempat ini   ;['saya', 'mencoba', 'sirloin', 'crispy', 'steak', 'mereka', 'yang', 'rasanya', 'tidak', 'renyah', 'sama', 'sekali', 'lapisan', 'renyah', 'yang', 'sulit', 'dikunyah', 'tetapi', 'dagingnya', 'sendiri', 'empuk', 'tidak', 'ada', 'yang', 'istimewa', 'dari', 'saus', 'untuk', 'sayuran', 'dan', 'kentang', 'potongan', 'terlalu', 'besar', 'menu', 'sirloin', 'steak', 'mereka', 'rasanya', 'sedikit', 'lebih', 'enak', 'karena', 'tidak', 'ada', 'lapisan', 'renyah', 'jika', 'anda', 'penggemar', 'berat', 'rumah', 'steak', 'seperti', 'waroeng', 'steak', 'anda', 'harus', 'mengunjungi', 'tempat', 'ini', 'tetapi', 'jika', 'anda', 'bukan', 'penggemar', 'berat', 'ws', 'maka', 'anda', 'harus', 'menghindari', 'tempat', 'ini'];['saya', 'coba', 'sirloin', 'crispy', 'steak', 'mereka', 'yang', 'rasa', 'tidak', 'renyah', 'sama', 'sekali', 'lapis', 'renyah', 'yang', 'sulit', 'kunyah', 'tetapi', 'daging', 'sendiri', 'empuk', 'tidak', 'ada', 'yang', 'istimewa', 'dari', 'saus', 'untuk', 'sayur', 'dan', 'kentang', 'potong', 'terlalu', 'besar', 'menu', 'sirloin', 'steak', 'mereka', 'rasa', 'sedikit', 'lebih', 'enak', 'karena', 'tidak', 'ada', 'lapis', 'renyah', 'jika', 'anda', 'gemar', 'berat', 'rumah', 'steak', 'seperti', 'waroeng', 'steak', 'anda', 'harus', 'unjung', 'tempat', 'ini', 'tetapi', 'jika', 'anda', 'bukan', 'gemar', 'berat', 'ws', 'maka', 'anda', 'harus', 'hindar', 'tempat', 'ini'];['', 'coba', 'sirloin', 'crispy', 'steak', '', '', 'rasa', 'tidak', 'renyah', 'sama', 'sekali', 'lapis', 'renyah', '', 'sulit', 'kunyah', '', 'daging', 'sendiri', 'empuk', 'tidak', '', '', 'istimewa', '', 'saus', '', 'sayur', '', 'kentang', 'potong', 'terlalu', 'besar', 'menu', 'sirloin', 'steak', '', 'rasa', 'sedikit', 'lebih', 'enak', '', 'tidak', '', 'lapis', 'renyah', '', '', 'gemar', 'berat', 'rumah', 'steak', '', 'waroeng', 'steak', '', '', 'unjung', 'tempat', '', '', '', '', 'bukan', 'gemar', 'berat', 'ws', '', '', '', 'hindar', 'tempat', ''];coba sirloin crispy steak rasa tidak renyah sama sekali lapis renyah sulit kunyah daging sendiri empuk tidak istimewa saus sayur kentang potong terlalu besar menu sirloin steak rasa sedikit lebih enak tidak lapis renyah gemar berat rumah steak waroeng steak unjung tempat bukan gemar berat ws hindar tempat
401;Makanan enak dengan harga terjangkau  ;setahun yang lalu;0;makanan enak dengan harga terjangkau  ;makanan enak dengan harga terjangkau  ;['makanan', 'enak', 'dengan', 'harga', 'terjangkau'];['makan', 'enak', 'dengan', 'harga', 'jangkau'];['makan', 'enak', '', 'harga', 'jangkau'];makan enak harga jangkau
402;Harga sangat bagus dengan kualitas tinggi  ;setahun yang lalu;0;harga sangat bagus dengan kualitas tinggi  ;harga sangat bagus dengan kualitas tinggi  ;['harga', 'sangat', 'bagus', 'dengan', 'kualitas', 'tinggi'];['harga', 'sangat', 'bagus', 'dengan', 'kualitas', 'tinggi'];['harga', 'sangat', 'bagus', '', 'kualitas', 'tinggi'];harga sangat bagus kualitas tinggi
403;tempat yang bagus, steak yang lezat;setahun yang lalu;0;tempat yang bagus, steak yang lezat;tempat yang bagus  steak yang lezat;['tempat', 'yang', 'bagus', 'steak', 'yang', 'lezat'];['tempat', 'yang', 'bagus', 'steak', 'yang', 'lezat'];['tempat', '', 'bagus', 'steak', '', 'lezat'];tempat bagus steak lezat
404;Murah dan baik-baik saja. Tidak ada yang istimewa tetapi rasa makanannya cukup bagus mengingat harganya yang terjangkau.  ;setahun yang lalu;0;murah dan baik-baik saja. tidak ada yang istimewa tetapi rasa makanannya cukup bagus mengingat harganya yang terjangkau.  ;murah dan baik baik saja  tidak ada yang istimewa tetapi rasa makanannya cukup bagus mengingat harganya yang terjangkau   ;['murah', 'dan', 'baik', 'baik', 'saja', 'tidak', 'ada', 'yang', 'istimewa', 'tetapi', 'rasa', 'makanannya', 'cukup', 'bagus', 'mengingat', 'harganya', 'yang', 'terjangkau'];['murah', 'dan', 'baik', 'baik', 'saja', 'tidak', 'ada', 'yang', 'istimewa', 'tetapi', 'rasa', 'makan', 'cukup', 'bagus', 'ingat', 'harga', 'yang', 'jangkau'];['murah', '', 'baik', 'baik', '', 'tidak', '', '', 'istimewa', '', 'rasa', 'makan', 'cukup', 'bagus', 'ingat', 'harga', '', 'jangkau'];murah baik baik tidak istimewa rasa makan cukup bagus ingat harga jangkau
405;Makanan langka dan layanan kurang;8 bulan lalu;1;makanan langka dan layanan kurang;makanan langka dan layanan kurang;['makanan', 'langka', 'dan', 'layanan', 'kurang'];['makan', 'langka', 'dan', 'layan', 'kurang'];['makan', 'langka', '', 'layan', 'kurang'];makan langka layan kurang
406;Pernah ke sana beberapa kali. Ini adalah tempat favorit keluarga saya untuk makan. Menu utamanya adalah steak. Hidangan favorit saya adalah onion ring. Saya biasanya makan steak di sana, tetapi kadang-kadang saya memesan spaghetti .. tempatnya besar. Tempat parkir luas. ;2 tahun lalu;0;pernah ke sana beberapa kali. ini adalah tempat favorit keluarga saya untuk makan. menu utamanya adalah steak. hidangan favorit saya adalah onion ring. saya biasanya makan steak di sana, tetapi kadang-kadang saya memesan spaghetti .. tempatnya besar. tempat parkir luas. ;pernah ke sana beberapa kali  ini adalah tempat favorit keluarga saya untuk makan  menu utamanya adalah steak  hidangan favorit saya adalah onion ring  saya biasanya makan steak di sana  tetapi kadang kadang saya memesan spaghetti    tempatnya besar  tempat parkir luas  ;['pernah', 'ke', 'sana', 'beberapa', 'kali', 'ini', 'adalah', 'tempat', 'favorit', 'keluarga', 'saya', 'untuk', 'makan', 'menu', 'utamanya', 'adalah', 'steak', 'hidangan', 'favorit', 'saya', 'adalah', 'onion', 'ring', 'saya', 'biasanya', 'makan', 'steak', 'di', 'sana', 'tetapi', 'kadang', 'kadang', 'saya', 'memesan', 'spaghetti', 'tempatnya', 'besar', 'tempat', 'parkir', 'luas'];['pernah', 'ke', 'sana', 'beberapa', 'kali', 'ini', 'adalah', 'tempat', 'favorit', 'keluarga', 'saya', 'untuk', 'makan', 'menu', 'utama', 'adalah', 'steak', 'hidang', 'favorit', 'saya', 'adalah', 'onion', 'ring', 'saya', 'biasa', 'makan', 'steak', 'di', 'sana', 'tetapi', 'kadang', 'kadang', 'saya', 'mes', 'spaghetti', 'tempat', 'besar', 'tempat', 'parkir', 'luas'];['pernah', '', 'sana', 'beberapa', 'kali', '', '', 'tempat', 'favorit', 'keluarga', '', '', 'makan', 'menu', 'utama', '', 'steak', 'hidang', 'favorit', '', '', 'onion', 'ring', '', 'biasa', 'makan', 'steak', '', 'sana', '', 'kadang', 'kadang', '', 'mes', 'spaghetti', 'tempat', 'besar', 'tempat', 'parkir', 'luas'];pernah sana beberapa kali tempat favorit keluarga makan menu utama steak hidang favorit onion ring biasa makan steak sana kadang kadang mes spaghetti tempat besar tempat parkir luas
407;Rasa steaknya bukan yang terbaik, tetapi itu kategori OKE. Menyenangkan untuk membawa Anda dan keluarga. Dan sebagai catatan. Anda hanya dapat menggunakan lantai 2 pada jam 6 sore atau  jika kursi di lantai 1 cukup penuh  ;2 tahun lalu;0;rasa steaknya bukan yang terbaik, tetapi itu kategori oke. menyenangkan untuk membawa anda dan keluarga. dan sebagai catatan. anda hanya dapat menggunakan lantai 2 pada jam 6 sore atau  jika kursi di lantai 1 cukup penuh  ;rasa steaknya bukan yang terbaik  tetapi itu kategori oke  menyenangkan untuk membawa anda dan keluarga  dan sebagai catatan  anda hanya dapat menggunakan lantai  pada jam  sore atau  jika kursi di lantai  cukup penuh  ;['rasa', 'steaknya', 'bukan', 'yang', 'terbaik', 'tetapi', 'itu', 'kategori', 'oke', 'menyenangkan', 'untuk', 'membawa', 'anda', 'dan', 'keluarga', 'dan', 'sebagai', 'catatan', 'anda', 'hanya', 'dapat', 'menggunakan', 'lantai', 'pada', 'jam', 'sore', 'atau', 'jika', 'kursi', 'di', 'lantai', 'cukup', 'penuh'];['rasa', 'steaknya', 'bukan', 'yang', 'baik', 'tetapi', 'itu', 'kategori', 'oke', 'senang', 'untuk', 'bawa', 'anda', 'dan', 'keluarga', 'dan', 'bagai', 'catat', 'anda', 'hanya', 'dapat', 'guna', 'lantai', 'pada', 'jam', 'sore', 'atau', 'jika', 'kursi', 'di', 'lantai', 'cukup', 'penuh'];['rasa', 'steaknya', 'bukan', '', 'baik', '', '', 'kategori', 'oke', 'senang', '', 'bawa', '', '', 'keluarga', '', 'bagai', 'catat', '', '', '', '', 'lantai', '', 'jam', 'sore', '', '', 'kursi', '', 'lantai', 'cukup', 'penuh'];rasa steaknya bukan baik kategori oke senang bawa keluarga bagai catat lantai jam sore kursi lantai cukup penuh
408;Bukan tempat mewah, tetapi cukup baik untuk berkencan atau berkumpul. Rasa makanannya oke.  ;setahun yang lalu;0;bukan tempat mewah, tetapi cukup baik untuk berkencan atau berkumpul. rasa makanannya oke.  ;bukan tempat mewah  tetapi cukup baik untuk berkencan atau berkumpul  rasa makanannya oke   ;['bukan', 'tempat', 'mewah', 'tetapi', 'cukup', 'baik', 'untuk', 'berkencan', 'atau', 'berkumpul', 'rasa', 'makanannya', 'oke'];['bukan', 'tempat', 'mewah', 'tetapi', 'cukup', 'baik', 'untuk', 'kencan', 'atau', 'kumpul', 'rasa', 'makan', 'oke'];['bukan', 'tempat', 'mewah', '', 'cukup', 'baik', '', 'kencan', '', 'kumpul', 'rasa', 'makan', 'oke'];bukan tempat mewah cukup baik kencan kumpul rasa makan oke
409;Makanan enak terjangkau harganya;setahun yang lalu;0;makanan enak terjangkau harganya;makanan enak terjangkau harganya;['makanan', 'enak', 'terjangkau', 'harganya'];['makan', 'enak', 'jangkau', 'harga'];['makan', 'enak', 'jangkau', 'harga'];makan enak jangkau harga
410;Rasanya lebih enak dari steak lain di kota, tetapi area parkir perlu diperbesar, hanya ada parkir di bahu jalan ;2 tahun lalu;0;rasanya lebih enak dari steak lain di kota, tetapi area parkir perlu diperbesar, hanya ada parkir di bahu jalan ;rasanya lebih enak dari steak lain di kota  tetapi area parkir perlu diperbesar  hanya ada parkir di bahu jalan ;['rasanya', 'lebih', 'enak', 'dari', 'steak', 'lain', 'di', 'kota', 'tetapi', 'area', 'parkir', 'perlu', 'diperbesar', 'hanya', 'ada', 'parkir', 'di', 'bahu', 'jalan'];['rasa', 'lebih', 'enak', 'dari', 'steak', 'lain', 'di', 'kota', 'tetapi', 'area', 'parkir', 'perlu', 'besar', 'hanya', 'ada', 'parkir', 'di', 'bahu', 'jalan'];['rasa', 'lebih', 'enak', '', 'steak', '', '', 'kota', '', 'area', 'parkir', 'perlu', 'besar', '', '', 'parkir', '', 'bahu', 'jalan'];rasa lebih enak steak kota area parkir perlu besar parkir bahu jalan
411;Nikmat sekali;7 bulan lalu;0;nikmat sekali;nikmat sekali;['nikmat', 'sekali'];['nikmat', 'sekali'];['nikmat', 'sekali'];nikmat sekali
412;Ini benar-benar menyediakan steak uji lokal, baik steak yang terlalu matang  atau yang digoreng, jadi jangan berharap untuk mendapatkan tingkat kematangan menengah atau steak menengah atau steak rasa barat di sini, dan tidak ada pilihan untuk saus juga .. Dianjurkan untuk makan di tempat ini setelah 18.00 sehingga Anda dapat makan malam di lantai dua .. Bagian terbaiknya adalah, tempat ini tidak mahal  ;2 tahun lalu;1;ini benar-benar menyediakan steak uji lokal, baik steak yang terlalu matang  atau yang digoreng, jadi jangan berharap untuk mendapatkan tingkat kematangan menengah atau steak menengah atau steak rasa barat di sini, dan tidak ada pilihan untuk saus juga .. dianjurkan untuk makan di tempat ini setelah 18.00 sehingga anda dapat makan malam di lantai dua .. bagian terbaiknya adalah, tempat ini tidak mahal  ;ini benar benar menyediakan steak uji lokal  baik steak yang terlalu matang  atau yang digoreng  jadi jangan berharap untuk mendapatkan tingkat kematangan menengah atau steak menengah atau steak rasa barat di sini  dan tidak ada pilihan untuk saus juga    dianjurkan untuk makan di tempat ini setelah   sehingga anda dapat makan malam di lantai dua    bagian terbaiknya adalah  tempat ini tidak mahal  ;['ini', 'benar', 'benar', 'menyediakan', 'steak', 'uji', 'lokal', 'baik', 'steak', 'yang', 'terlalu', 'matang', 'atau', 'yang', 'digoreng', 'jadi', 'jangan', 'berharap', 'untuk', 'mendapatkan', 'tingkat', 'kematangan', 'menengah', 'atau', 'steak', 'menengah', 'atau', 'steak', 'rasa', 'barat', 'di', 'sini', 'dan', 'tidak', 'ada', 'pilihan', 'untuk', 'saus', 'juga', 'dianjurkan', 'untuk', 'makan', 'di', 'tempat', 'ini', 'setelah', 'sehingga', 'anda', 'dapat', 'makan', 'malam', 'di', 'lantai', 'dua', 'bagian', 'terbaiknya', 'adalah', 'tempat', 'ini', 'tidak', 'mahal'];['ini', 'benar', 'benar', 'sedia', 'steak', 'uji', 'lokal', 'baik', 'steak', 'yang', 'terlalu', 'matang', 'atau', 'yang', 'goreng', 'jadi', 'jangan', 'harap', 'untuk', 'dapat', 'tingkat', 'matang', 'tengah', 'atau', 'steak', 'tengah', 'atau', 'steak', 'rasa', 'barat', 'di', 'sini', 'dan', 'tidak', 'ada', 'pilih', 'untuk', 'saus', 'juga', 'anjur', 'untuk', 'makan', 'di', 'tempat', 'ini', 'telah', 'sehingga', 'anda', 'dapat', 'makan', 'malam', 'di', 'lantai', 'dua', 'bagi', 'baik', 'adalah', 'tempat', 'ini', 'tidak', 'mahal'];['', 'benar', 'benar', 'sedia', 'steak', 'uji', 'lokal', 'baik', 'steak', '', 'terlalu', 'matang', '', '', 'goreng', 'jadi', 'jangan', 'harap', '', '', 'tingkat', 'matang', 'tengah', '', 'steak', 'tengah', '', 'steak', 'rasa', 'barat', '', 'sini', '', 'tidak', '', 'pilih', '', 'saus', '', 'anjur', '', 'makan', '', 'tempat', '', '', '', '', '', 'makan', 'malam', '', 'lantai', '', '', 'baik', '', 'tempat', '', 'tidak', 'mahal'];benar benar sedia steak uji lokal baik steak terlalu matang goreng jadi jangan harap tingkat matang tengah steak tengah steak rasa barat sini tidak pilih saus anjur makan tempat makan malam lantai baik tempat tidak mahal
413; Lezat dan harga masuk akal ;setahun yang lalu;0; lezat dan harga masuk akal ; lezat dan harga masuk akal ;['lezat', 'dan', 'harga', 'masuk', 'akal'];['lezat', 'dan', 'harga', 'masuk', 'akal'];['lezat', '', 'harga', 'masuk', 'akal'];lezat harga masuk akal
414;Tempat yang bagus untuk makan malam steak enak ;setahun yang lalu;0;tempat yang bagus untuk makan malam steak enak ;tempat yang bagus untuk makan malam steak enak ;['tempat', 'yang', 'bagus', 'untuk', 'makan', 'malam', 'steak', 'enak'];['tempat', 'yang', 'bagus', 'untuk', 'makan', 'malam', 'steak', 'enak'];['tempat', '', 'bagus', '', 'makan', 'malam', 'steak', 'enak'];tempat bagus makan malam steak enak
415;Saya ingin jujur tanpa menyinggung restoran  Pertama-tama, rasa makanan itu normal, seperti steak umum yang kita makan juga, Berhati-hatilah saat makan di sini, karena setiap kali saya datang ke sini 90% saya melihat kecoak berjalan di depan mata saya, saya benci mengatakan ini.  Kebersihan tolong dijaga, apalagi itu deket kolam kecoak tidak terkontrol ;2 tahun lalu;1;saya ingin jujur tanpa menyinggung restoran  pertama-tama, rasa makanan itu normal, seperti steak umum yang kita makan juga, berhati-hatilah saat makan di sini, karena setiap kali saya datang ke sini 90% saya melihat kecoak berjalan di depan mata saya, saya benci mengatakan ini.  kebersihan tolong dijaga, apalagi itu deket kolam kecoak tidak terkontrol ;saya ingin jujur tanpa menyinggung restoran  pertama tama  rasa makanan itu normal  seperti steak umum yang kita makan juga  berhati hatilah saat makan di sini  karena setiap kali saya datang ke sini   saya melihat kecoak berjalan di depan mata saya  saya benci mengatakan ini   kebersihan tolong dijaga  apalagi itu deket kolam kecoak tidak terkontrol ;['saya', 'ingin', 'jujur', 'tanpa', 'menyinggung', 'restoran', 'pertama', 'tama', 'rasa', 'makanan', 'itu', 'normal', 'seperti', 'steak', 'umum', 'yang', 'kita', 'makan', 'juga', 'berhati', 'hatilah', 'saat', 'makan', 'di', 'sini', 'karena', 'setiap', 'kali', 'saya', 'datang', 'ke', 'sini', 'saya', 'melihat', 'kecoak', 'berjalan', 'di', 'depan', 'mata', 'saya', 'saya', 'benci', 'mengatakan', 'ini', 'kebersihan', 'tolong', 'dijaga', 'apalagi', 'itu', 'deket', 'kolam', 'kecoak', 'tidak', 'terkontrol'];['saya', 'ingin', 'jujur', 'tanpa', 'singgung', 'restoran', 'pertama', 'tama', 'rasa', 'makan', 'itu', 'normal', 'seperti', 'steak', 'umum', 'yang', 'kita', 'makan', 'juga', 'hati', 'hati', 'saat', 'makan', 'di', 'sini', 'karena', 'tiap', 'kali', 'saya', 'datang', 'ke', 'sini', 'saya', 'lihat', 'kecoak', 'jalan', 'di', 'depan', 'mata', 'saya', 'saya', 'benci', 'kata', 'ini', 'bersih', 'tolong', 'jaga', 'apalagi', 'itu', 'deket', 'kolam', 'kecoak', 'tidak', 'kontrol'];['', '', 'jujur', '', 'singgung', 'restoran', 'pertama', 'tama', 'rasa', 'makan', '', 'normal', '', 'steak', 'umum', '', '', 'makan', '', 'hati', 'hati', '', 'makan', '', 'sini', '', 'tiap', 'kali', '', 'datang', '', 'sini', '', 'lihat', 'kecoak', 'jalan', '', 'depan', 'mata', '', '', 'benci', 'kata', '', 'bersih', '', 'jaga', '', '', 'deket', 'kolam', 'kecoak', 'tidak', 'kontrol'];jujur singgung restoran pertama tama rasa makan normal steak umum makan hati hati makan sini tiap kali datang sini lihat kecoak jalan depan mata benci kata bersih jaga deket kolam kecoak tidak kontrol
416;Steak yang baik ;8 bulan lalu;0;steak yang baik ;steak yang baik ;['steak', 'yang', 'baik'];['steak', 'yang', 'baik'];['steak', '', 'baik'];steak baik
417;makanan enak tempat enak harga bagus;setahun yang lalu;0;makanan enak tempat enak harga bagus;makanan enak tempat enak harga bagus;['makanan', 'enak', 'tempat', 'enak', 'harga', 'bagus'];['makan', 'enak', 'tempat', 'enak', 'harga', 'bagus'];['makan', 'enak', 'tempat', 'enak', 'harga', 'bagus'];makan enak tempat enak harga bagus
418; Steak terbaik;setahun yang lalu;0; steak terbaik; steak terbaik;['steak', 'terbaik'];['steak', 'baik'];['steak', 'baik'];steak baik
419;lezat;11 bulan lalu;0;lezat;lezat;['lezat'];['lezat'];['lezat'];lezat
420;Steak renyah murah;setahun yang lalu;0;steak renyah murah;steak renyah murah;['steak', 'renyah', 'murah'];['steak', 'renyah', 'murah'];['steak', 'renyah', 'murah'];steak renyah murah
421;Tempat bagus pelayanan yang baik tetapi rasa makanan dan minuman lumayan ... ;3 tahun lalu;0;tempat bagus pelayanan yang baik tetapi rasa makanan dan minuman lumayan ... ;tempat bagus pelayanan yang baik tetapi rasa makanan dan minuman lumayan     ;['tempat', 'bagus', 'pelayanan', 'yang', 'baik', 'tetapi', 'rasa', 'makanan', 'dan', 'minuman', 'lumayan'];['tempat', 'bagus', 'layan', 'yang', 'baik', 'tetapi', 'rasa', 'makan', 'dan', 'minum', 'lumayan'];['tempat', 'bagus', 'layan', '', 'baik', '', 'rasa', 'makan', '', 'minum', 'lumayan'];tempat bagus layan baik rasa makan minum lumayan
422;Steak yang enak, tempat yang enak, dengan harga standar ;3 tahun lalu;0;steak yang enak, tempat yang enak, dengan harga standar ;steak yang enak  tempat yang enak  dengan harga standar ;['steak', 'yang', 'enak', 'tempat', 'yang', 'enak', 'dengan', 'harga', 'standar'];['steak', 'yang', 'enak', 'tempat', 'yang', 'enak', 'dengan', 'harga', 'standar'];['steak', '', 'enak', 'tempat', '', 'enak', '', 'harga', 'standar'];steak enak tempat enak harga standar
